week,season,team,win,age,out,win_perc,lag_win_perc
12,2017,Seattle Seahawks,1,25.72222222222222,16,0.5625,0.6875
13,2017,Seattle Seahawks,1,25.72222222222222,16,0.5625,0.6875
14,2017,Seattle Seahawks,0,25.72222222222222,16,0.5625,0.6875
15,2017,Seattle Seahawks,0,25.72222222222222,16,0.5625,0.6875
16,2017,Seattle Seahawks,1,25.72222222222222,15,0.5625,0.6875
17,2017,Seattle Seahawks,0,25.72222222222222,16,0.5625,0.6875
1,2018,Seattle Seahawks,0,25.558796718322697,7,0.625,0.5625
2,2018,Seattle Seahawks,0,25.558796718322697,15,0.625,0.5625
3,2018,Seattle Seahawks,1,25.558796718322697,12,0.625,0.5625
4,2018,Seattle Seahawks,1,25.558796718322697,15,0.625,0.5625
5,2018,Seattle Seahawks,0,25.558796718322697,15,0.625,0.5625
6,2018,Seattle Seahawks,1,25.558796718322697,16,0.625,0.5625
8,2018,Seattle Seahawks,1,25.558796718322697,14,0.625,0.5625
9,2018,Seattle Seahawks,0,25.558796718322697,14,0.625,0.5625
10,2018,Seattle Seahawks,0,25.558796718322697,16,0.625,0.5625
11,2018,Seattle Seahawks,1,25.558796718322697,16,0.625,0.5625
12,2018,Seattle Seahawks,1,25.558796718322697,13,0.625,0.5625
13,2018,Seattle Seahawks,1,25.558796718322697,16,0.625,0.5625
14,2018,Seattle Seahawks,1,25.558796718322697,15,0.625,0.5625
15,2018,Seattle Seahawks,0,25.558796718322697,17,0.625,0.5625
16,2018,Seattle Seahawks,1,25.558796718322697,17,0.625,0.5625
17,2018,Seattle Seahawks,1,25.558796718322697,18,0.625,0.5625
1,2019,Seattle Seahawks,1,25.638225255972696,15,0.6875,0.625
2,2019,Seattle Seahawks,1,25.638225255972696,17,0.6875,0.625
3,2019,Seattle Seahawks,0,25.638225255972696,15,0.6875,0.625
4,2019,Seattle Seahawks,1,25.638225255972696,14,0.6875,0.625
5,2019,Seattle Seahawks,1,25.638225255972696,12,0.6875,0.625
6,2019,Seattle Seahawks,1,25.638225255972696,15,0.6875,0.625
7,2019,Seattle Seahawks,0,25.638225255972696,18,0.6875,0.625
8,2019,Seattle Seahawks,1,25.638225255972696,17,0.6875,0.625
9,2019,Seattle Seahawks,1,25.638225255972696,18,0.6875,0.625
10,2019,Seattle Seahawks,1,25.638225255972696,16,0.6875,0.625
12,2019,Seattle Seahawks,1,25.638225255972696,17,0.6875,0.625
13,2019,Seattle Seahawks,1,25.638225255972696,17,0.6875,0.625
14,2019,Seattle Seahawks,0,25.638225255972696,19,0.6875,0.625
15,2019,Seattle Seahawks,1,25.638225255972696,19,0.6875,0.625
16,2019,Seattle Seahawks,0,25.638225255972696,18,0.6875,0.625
17,2019,Seattle Seahawks,0,25.638225255972696,22,0.6875,0.625
1,2016,Tampa Bay Buccaneers,1,25.72027972027972,5,0.5625,0.375
2,2016,Tampa Bay Buccaneers,0,25.72027972027972,6,0.5625,0.375
3,2016,Tampa Bay Buccaneers,0,25.72027972027972,7,0.5625,0.375
4,2016,Tampa Bay Buccaneers,0,25.72027972027972,7,0.5625,0.375
5,2016,Tampa Bay Buccaneers,1,25.72027972027972,10,0.5625,0.375
7,2016,Tampa Bay Buccaneers,1,25.72027972027972,8,0.5625,0.375
8,2016,Tampa Bay Buccaneers,0,25.72027972027972,7,0.5625,0.375
9,2016,Tampa Bay Buccaneers,0,25.72027972027972,7,0.5625,0.375
10,2016,Tampa Bay Buccaneers,1,25.72027972027972,10,0.5625,0.375
11,2016,Tampa Bay Buccaneers,1,25.72027972027972,9,0.5625,0.375
12,2016,Tampa Bay Buccaneers,1,25.72027972027972,9,0.5625,0.375
13,2016,Tampa Bay Buccaneers,1,25.72027972027972,10,0.5625,0.375
14,2016,Tampa Bay Buccaneers,1,25.72027972027972,13,0.5625,0.375
15,2016,Tampa Bay Buccaneers,0,25.72027972027972,10,0.5625,0.375
16,2016,Tampa Bay Buccaneers,0,25.72027972027972,13,0.5625,0.375
17,2016,Tampa Bay Buccaneers,1,25.72027972027972,13,0.5625,0.375
2,2017,Tampa Bay Buccaneers,1,26.30225080385852,5,0.3125,0.5625
3,2017,Tampa Bay Buccaneers,0,26.30225080385852,7,0.3125,0.5625
4,2017,Tampa Bay Buccaneers,1,26.30225080385852,7,0.3125,0.5625
5,2017,Tampa Bay Buccaneers,0,26.30225080385852,8,0.3125,0.5625
6,2017,Tampa Bay Buccaneers,0,26.30225080385852,9,0.3125,0.5625
7,2017,Tampa Bay Buccaneers,0,26.30225080385852,7,0.3125,0.5625
8,2017,Tampa Bay Buccaneers,0,26.30225080385852,8,0.3125,0.5625
9,2017,Tampa Bay Buccaneers,0,26.30225080385852,6,0.3125,0.5625
10,2017,Tampa Bay Buccaneers,1,26.30225080385852,8,0.3125,0.5625
11,2017,Tampa Bay Buccaneers,1,26.30225080385852,8,0.3125,0.5625
12,2017,Tampa Bay Buccaneers,0,26.30225080385852,8,0.3125,0.5625
13,2017,Tampa Bay Buccaneers,0,26.30225080385852,12,0.3125,0.5625
14,2017,Tampa Bay Buccaneers,0,26.30225080385852,11,0.3125,0.5625
15,2017,Tampa Bay Buccaneers,0,26.30225080385852,10,0.3125,0.5625
16,2017,Tampa Bay Buccaneers,0,26.30225080385852,14,0.3125,0.5625
17,2017,Tampa Bay Buccaneers,1,26.30225080385852,14,0.3125,0.5625
1,2018,Tampa Bay Buccaneers,1,25.69187145557656,9,0.3125,0.3125
2,2018,Tampa Bay Buccaneers,1,25.69187145557656,11,0.3125,0.3125
3,2018,Tampa Bay Buccaneers,0,25.69187145557656,11,0.3125,0.3125
4,2018,Tampa Bay Buccaneers,0,25.69187145557656,13,0.3125,0.3125
6,2018,Tampa Bay Buccaneers,0,25.69187145557656,12,0.3125,0.3125
7,2018,Tampa Bay Buccaneers,1,25.69187145557656,12,0.3125,0.3125
8,2018,Tampa Bay Buccaneers,0,25.69187145557656,11,0.3125,0.3125
9,2018,Tampa Bay Buccaneers,0,25.69187145557656,10,0.3125,0.3125
10,2018,Tampa Bay Buccaneers,0,25.69187145557656,11,0.3125,0.3125
11,2018,Tampa Bay Buccaneers,0,25.69187145557656,14,0.3125,0.3125
12,2018,Tampa Bay Buccaneers,1,25.69187145557656,13,0.3125,0.3125
13,2018,Tampa Bay Buccaneers,1,25.69187145557656,16,0.3125,0.3125
14,2018,Tampa Bay Buccaneers,0,25.69187145557656,15,0.3125,0.3125
15,2018,Tampa Bay Buccaneers,0,25.69187145557656,14,0.3125,0.3125
16,2018,Tampa Bay Buccaneers,0,25.69187145557656,13,0.3125,0.3125
17,2018,Tampa Bay Buccaneers,0,25.69187145557656,15,0.3125,0.3125
1,2019,Tampa Bay Buccaneers,0,25.46078431372549,11,0.4375,0.3125
2,2019,Tampa Bay Buccaneers,1,25.46078431372549,10,0.4375,0.3125
3,2019,Tampa Bay Buccaneers,0,25.46078431372549,11,0.4375,0.3125
4,2019,Tampa Bay Buccaneers,1,25.46078431372549,11,0.4375,0.3125
5,2019,Tampa Bay Buccaneers,0,25.46078431372549,11,0.4375,0.3125
6,2019,Tampa Bay Buccaneers,0,25.46078431372549,15,0.4375,0.3125
8,2019,Tampa Bay Buccaneers,0,25.46078431372549,10,0.4375,0.3125
9,2019,Tampa Bay Buccaneers,0,25.46078431372549,9,0.4375,0.3125
10,2019,Tampa Bay Buccaneers,1,25.46078431372549,12,0.4375,0.3125
11,2019,Tampa Bay Buccaneers,0,25.46078431372549,12,0.4375,0.3125
12,2019,Tampa Bay Buccaneers,1,25.46078431372549,11,0.4375,0.3125
13,2019,Tampa Bay Buccaneers,1,25.46078431372549,11,0.4375,0.3125
14,2019,Tampa Bay Buccaneers,1,25.46078431372549,12,0.4375,0.3125
15,2019,Tampa Bay Buccaneers,1,25.46078431372549,14,0.4375,0.3125
16,2019,Tampa Bay Buccaneers,0,25.46078431372549,15,0.4375,0.3125
17,2019,Tampa Bay Buccaneers,0,25.46078431372549,14,0.4375,0.3125
1,2016,Tennessee Titans,0,25.98076923076923,2,0.5625,0.1875
2,2016,Tennessee Titans,1,25.98076923076923,4,0.5625,0.1875
3,2016,Tennessee Titans,0,25.98076923076923,5,0.5625,0.1875
4,2016,Tennessee Titans,0,25.98076923076923,6,0.5625,0.1875
5,2016,Tennessee Titans,1,25.98076923076923,6,0.5625,0.1875
6,2016,Tennessee Titans,1,25.98076923076923,4,0.5625,0.1875
7,2016,Tennessee Titans,0,25.98076923076923,4,0.5625,0.1875
8,2016,Tennessee Titans,1,25.98076923076923,7,0.5625,0.1875
9,2016,Tennessee Titans,0,25.98076923076923,7,0.5625,0.1875
10,2016,Tennessee Titans,1,25.98076923076923,5,0.5625,0.1875
11,2016,Tennessee Titans,0,25.98076923076923,4,0.5625,0.1875
12,2016,Tennessee Titans,1,25.98076923076923,6,0.5625,0.1875
14,2016,Tennessee Titans,1,25.98076923076923,6,0.5625,0.1875
15,2016,Tennessee Titans,1,25.98076923076923,6,0.5625,0.1875
16,2016,Tennessee Titans,0,25.98076923076923,7,0.5625,0.1875
17,2016,Tennessee Titans,1,25.98076923076923,9,0.5625,0.1875
1,2017,Tennessee Titans,0,26.500996015936256,6,0.5625,0.5625
2,2017,Tennessee Titans,1,26.500996015936256,7,0.5625,0.5625
3,2017,Tennessee Titans,1,26.500996015936256,7,0.5625,0.5625
4,2017,Tennessee Titans,0,26.500996015936256,7,0.5625,0.5625
5,2017,Tennessee Titans,0,26.500996015936256,8,0.5625,0.5625
6,2017,Tennessee Titans,1,26.500996015936256,7,0.5625,0.5625
7,2017,Tennessee Titans,1,26.500996015936256,7,0.5625,0.5625
9,2017,Tennessee Titans,1,26.500996015936256,8,0.5625,0.5625
10,2017,Tennessee Titans,1,26.500996015936256,7,0.5625,0.5625
11,2017,Tennessee Titans,0,26.500996015936256,6,0.5625,0.5625
12,2017,Tennessee Titans,1,26.500996015936256,6,0.5625,0.5625
13,2017,Tennessee Titans,1,26.500996015936256,6,0.5625,0.5625
14,2017,Tennessee Titans,0,26.500996015936256,8,0.5625,0.5625
15,2017,Tennessee Titans,0,26.500996015936256,8,0.5625,0.5625
16,2017,Tennessee Titans,0,26.500996015936256,9,0.5625,0.5625
17,2017,Tennessee Titans,1,26.500996015936256,9,0.5625,0.5625
1,2018,Tennessee Titans,0,25.919369786839667,12,0.5625,0.5625
2,2018,Tennessee Titans,1,25.919369786839667,15,0.5625,0.5625
3,2018,Tennessee Titans,1,25.919369786839667,14,0.5625,0.5625
4,2018,Tennessee Titans,1,25.919369786839667,14,0.5625,0.5625
5,2018,Tennessee Titans,0,25.919369786839667,14,0.5625,0.5625
6,2018,Tennessee Titans,0,25.919369786839667,15,0.5625,0.5625
7,2018,Tennessee Titans,0,25.919369786839667,15,0.5625,0.5625
9,2018,Tennessee Titans,1,25.919369786839667,13,0.5625,0.5625
10,2018,Tennessee Titans,1,25.919369786839667,15,0.5625,0.5625
11,2018,Tennessee Titans,0,25.919369786839667,13,0.5625,0.5625
12,2018,Tennessee Titans,0,25.919369786839667,14,0.5625,0.5625
13,2018,Tennessee Titans,1,25.919369786839667,13,0.5625,0.5625
14,2018,Tennessee Titans,1,25.919369786839667,13,0.5625,0.5625
15,2018,Tennessee Titans,1,25.919369786839667,16,0.5625,0.5625
16,2018,Tennessee Titans,1,25.919369786839667,18,0.5625,0.5625
17,2018,Tennessee Titans,0,25.919369786839667,19,0.5625,0.5625
1,2019,Tennessee Titans,1,26.14814814814815,9,0.5625,0.5625
2,2019,Tennessee Titans,0,26.14814814814815,10,0.5625,0.5625
3,2019,Tennessee Titans,0,26.14814814814815,11,0.5625,0.5625
4,2019,Tennessee Titans,1,26.14814814814815,8,0.5625,0.5625
5,2019,Tennessee Titans,0,26.14814814814815,10,0.5625,0.5625
6,2019,Tennessee Titans,0,26.14814814814815,11,0.5625,0.5625
7,2019,Tennessee Titans,1,26.14814814814815,10,0.5625,0.5625
8,2019,Tennessee Titans,1,26.14814814814815,11,0.5625,0.5625
9,2019,Tennessee Titans,0,26.14814814814815,10,0.5625,0.5625
10,2019,Tennessee Titans,1,26.14814814814815,10,0.5625,0.5625
12,2019,Tennessee Titans,1,26.14814814814815,9,0.5625,0.5625
13,2019,Tennessee Titans,1,26.14814814814815,11,0.5625,0.5625
14,2019,Tennessee Titans,1,26.14814814814815,14,0.5625,0.5625
15,2019,Tennessee Titans,0,26.14814814814815,12,0.5625,0.5625
16,2019,Tennessee Titans,0,26.14814814814815,13,0.5625,0.5625
17,2019,Tennessee Titans,1,26.14814814814815,13,0.5625,0.5625
1,2016,Washington Football Team,0,26.18426294820717,5,0.5625,0.5625
2,2016,Washington Football Team,0,26.18426294820717,6,0.5625,0.5625
3,2016,Washington Football Team,1,26.18426294820717,8,0.5625,0.5625
4,2016,Washington Football Team,1,26.18426294820717,12,0.5625,0.5625
5,2016,Washington Football Team,1,26.18426294820717,13,0.5625,0.5625
6,2016,Washington Football Team,1,26.18426294820717,12,0.5625,0.5625
7,2016,Washington Football Team,0,26.18426294820717,11,0.5625,0.5625
8,2016,Washington Football Team,1,26.18426294820717,11,0.5625,0.5625
10,2016,Washington Football Team,1,26.18426294820717,10,0.5625,0.5625
11,2016,Washington Football Team,1,26.18426294820717,11,0.5625,0.5625
12,2016,Washington Football Team,0,26.18426294820717,11,0.5625,0.5625
13,2016,Washington Football Team,0,26.18426294820717,11,0.5625,0.5625
14,2016,Washington Football Team,1,26.18426294820717,11,0.5625,0.5625
15,2016,Washington Football Team,0,26.18426294820717,12,0.5625,0.5625
16,2016,Washington Football Team,1,26.18426294820717,14,0.5625,0.5625
17,2016,Washington Football Team,0,26.18426294820717,15,0.5625,0.5625
1,2017,Washington Football Team,0,25.822286263208454,7,0.4375,0.5625
2,2017,Washington Football Team,1,25.822286263208454,7,0.4375,0.5625
3,2017,Washington Football Team,1,25.822286263208454,8,0.4375,0.5625
4,2017,Washington Football Team,0,25.822286263208454,8,0.4375,0.5625
6,2017,Washington Football Team,1,25.822286263208454,10,0.4375,0.5625
7,2017,Washington Football Team,0,25.822286263208454,11,0.4375,0.5625
8,2017,Washington Football Team,0,25.822286263208454,11,0.4375,0.5625
9,2017,Washington Football Team,1,25.822286263208454,14,0.4375,0.5625
10,2017,Washington Football Team,0,25.822286263208454,11,0.4375,0.5625
11,2017,Washington Football Team,0,25.822286263208454,13,0.4375,0.5625
12,2017,Washington Football Team,1,25.822286263208454,17,0.4375,0.5625
13,2017,Washington Football Team,0,25.822286263208454,15,0.4375,0.5625
14,2017,Washington Football Team,0,25.822286263208454,16,0.4375,0.5625
15,2017,Washington Football Team,1,25.822286263208454,17,0.4375,0.5625
16,2017,Washington Football Team,1,25.822286263208454,18,0.4375,0.5625
17,2017,Washington Football Team,0,25.822286263208454,19,0.4375,0.5625
1,2018,Washington Football Team,1,26.01127819548872,10,0.4375,0.4375
2,2018,Washington Football Team,0,26.01127819548872,13,0.4375,0.4375
3,2018,Washington Football Team,1,26.01127819548872,13,0.4375,0.4375
5,2018,Washington Football Team,0,26.01127819548872,14,0.4375,0.4375
6,2018,Washington Football Team,1,26.01127819548872,15,0.4375,0.4375
7,2018,Washington Football Team,1,26.01127819548872,15,0.4375,0.4375
8,2018,Washington Football Team,1,26.01127819548872,13,0.4375,0.4375
9,2018,Washington Football Team,0,26.01127819548872,15,0.4375,0.4375
10,2018,Washington Football Team,1,26.01127819548872,17,0.4375,0.4375
11,2018,Washington Football Team,0,26.01127819548872,17,0.4375,0.4375
12,2018,Washington Football Team,0,26.01127819548872,16,0.4375,0.4375
13,2018,Washington Football Team,0,26.01127819548872,18,0.4375,0.4375
14,2018,Washington Football Team,0,26.01127819548872,19,0.4375,0.4375
15,2018,Washington Football Team,1,26.01127819548872,20,0.4375,0.4375
16,2018,Washington Football Team,0,26.01127819548872,25,0.4375,0.4375
17,2018,Washington Football Team,0,26.01127819548872,26,0.4375,0.4375
1,2019,Washington Football Team,0,26.11809523809524,10,0.1875,0.4375
2,2019,Washington Football Team,0,26.11809523809524,13,0.1875,0.4375
3,2019,Washington Football Team,0,26.11809523809524,14,0.1875,0.4375
4,2019,Washington Football Team,0,26.11809523809524,13,0.1875,0.4375
5,2019,Washington Football Team,0,26.11809523809524,15,0.1875,0.4375
6,2019,Washington Football Team,1,26.11809523809524,14,0.1875,0.4375
7,2019,Washington Football Team,0,26.11809523809524,17,0.1875,0.4375
8,2019,Washington Football Team,0,26.11809523809524,16,0.1875,0.4375
9,2019,Washington Football Team,0,26.11809523809524,15,0.1875,0.4375
11,2019,Washington Football Team,0,26.11809523809524,15,0.1875,0.4375
12,2019,Washington Football Team,1,26.11809523809524,13,0.1875,0.4375
13,2019,Washington Football Team,1,26.11809523809524,13,0.1875,0.4375
14,2019,Washington Football Team,0,26.11809523809524,14,0.1875,0.4375
15,2019,Washington Football Team,0,26.11809523809524,17,0.1875,0.4375
16,2019,Washington Football Team,0,26.11809523809524,19,0.1875,0.4375
17,2019,Washington Football Team,0,26.11809523809524,23,0.1875,0.4375
